adversarial_min_fee_cents,cadence_sec,claimed_distance_m,constraints_ok,dataset,distance_bucket_m,effective_radius_m,granularity,honest_fee_cents,n_fixes,odometer_check_tolerance_m,payload_mode,payload_odometer_tolerance_m,period_id,relay_radius_m,savings_ratio,skip_reason,true_distance_m
101208,60,657,True,rome,100,100.0,medium,105192,25,1300,cell,100,rome:60:58-0-s2:p0,100,0.0378736025553274,,676
99108,60,665,True,rome,100,200.0,medium,105192,25,1300,cell,100,rome:60:58-0-s2:p0,200,0.05783709787816564,,676
97416,60,566,True,rome,100,400.0,medium,105192,25,1300,cell,100,rome:60:58-0-s2:p0,400,0.07392197125256673,,676
103908,60,541,True,rome,100,70.71067811865476,medium,105192,25,1350,intra_cell,150,rome:60:58-0-s2:p0,0,0.012206251425963951,,676
101016,60,500,True,rome,100,170.71067811865476,medium,105192,25,1350,intra_cell,150,rome:60:58-0-s2:p0,100,0.03969883641341547,,676
98616,60,461,True,rome,100,270.71067811865476,medium,105192,25,1350,intra_cell,150,rome:60:58-0-s2:p0,200,0.06251425963951632,,676
97416,60,510,True,rome,100,470.71067811865476,medium,105192,25,1350,intra_cell,150,rome:60:58-0-s2:p0,400,0.07392197125256673,,676
,120,,False,rome,100,0.0,medium,,25,1300,cell,100,rome:60:58-0-s2:p0,0,,no feasible adversarial claim under enabled constraints,676
6300,120,610,True,rome,100,100.0,medium,8112,25,1300,cell,100,rome:60:58-0-s2:p0,100,0.22337278106508876,,676
5830,120,583,True,rome,100,200.0,medium,8112,25,1300,cell,100,rome:60:58-0-s2:p0,200,0.28131163708086787,,676
5610,120,561,True,rome,100,400.0,medium,8112,25,1300,cell,100,rome:60:58-0-s2:p0,400,0.3084319526627219,,676
6492,120,541,True,rome,100,70.71067811865476,medium,8112,25,1350,intra_cell,150,rome:60:58-0-s2:p0,0,0.1997041420118343,,676
5000,120,500,True,rome,100,170.71067811865476,medium,8112,25,1350,intra_cell,150,rome:60:58-0-s2:p0,100,0.38362919132149903,,676
4810,120,461,True,rome,100,270.71067811865476,medium,8112,25,1350,intra_cell,150,rome:60:58-0-s2:p0,200,0.40705128205128205,,676
4610,120,461,True,rome,100,470.71067811865476,medium,8112,25,1350,intra_cell,150,rome:60:58-0-s2:p0,400,0.4317061143984221,,676
,300,,False,rome,100,0.0,medium,,25,1300,cell,100,rome:60:58-0-s2:p0,0,,no feasible adversarial claim under enabled constraints,676
6300,300,610,True,rome,100,100.0,medium,8112,25,1300,cell,100,rome:60:58-0-s2:p0,100,0.22337278106508876,,676
5830,300,583,True,rome,100,200.0,medium,8112,25,1300,cell,100,rome:60:58-0-s2:p0,200,0.28131163708086787,,676
5610,300,561,True,rome,100,400.0,medium,8112,25,1300,cell,100,rome:60:58-0-s2:p0,400,0.3084319526627219,,676
6492,300,541,True,rome,100,70.71067811865476,medium,8112,25,1350,intra_cell,150,rome:60:58-0-s2:p0,0,0.1997041420118343,,676
5000,300,500,True,rome,100,170.71067811865476,medium,8112,25,1350,intra_cell,150,rome:60:58-0-s2:p0,100,0.38362919132149903,,676
4810,300,461,True,rome,100,270.71067811865476,medium,8112,25,1350,intra_cell,150,rome:60:58-0-s2:p0,200,0.40705128205128205,,676
4610,300,461,True,rome,100,470.71067811865476,medium,8112,25,1350,intra_cell,150,rome:60:58-0-s2:p0,400,0.4317061143984221,,676
,60,,False,rome,100,0.0,fine,,25,1300,cell,100,rome:60:58-0-s2:p0,0,,no feasible adversarial claim under enabled constraints,676
101208,60,657,True,rome,100,100.0,fine,105192,25,1300,cell,100,rome:60:58-0-s2:p0,100,0.0378736025553274,,676
99108,60,665,True,rome,100,200.0,fine,105192,25,1300,cell,100,rome:60:58-0-s2:p0,200,0.05783709787816564,,676
97416,60,566,True,rome,100,400.0,fine,105192,25,1300,cell,100,rome:60:58-0-s2:p0,400,0.07392197125256673,,676
103908,60,541,True,rome,100,70.71067811865476,fine,105192,25,1350,intra_cell,150,rome:60:58-0-s2:p0,0,0.012206251425963951,,676
101016,60,500,True,rome,100,170.71067811865476,fine,105192,25,1350,intra_cell,150,rome:60:58-0-s2:p0,100,0.03969883641341547,,676
98616,60,461,True,rome,100,270.71067811865476,fine,105192,25,1350,intra_cell,150,rome:60:58-0-s2:p0,200,0.06251425963951632,,676
97416,60,510,True,rome,100,470.71067811865476,fine,105192,25,1350,intra_cell,150,rome:60:58-0-s2:p0,400,0.07392197125256673,,676
,120,,False,rome,100,0.0,fine,,25,1300,cell,100,rome:60:58-0-s2:p0,0,,no feasible adversarial claim under enabled constraints,676
6300,120,610,True,rome,100,100.0,fine,8112,25,1300,cell,100,rome:60:58-0-s2:p0,100,0.22337278106508876,,676
5830,120,583,True,rome,100,200.0,fine,8112,25,1300,cell,100,rome:60:58-0-s2:p0,200,0.28131163708086787,,676
5610,120,561,True,rome,100,400.0,fine,8112,25,1300,cell,100,rome:60:58-0-s2:p0,400,0.3084319526627219,,676
6492,120,541,True,rome,100,70.71067811865476,fine,8112,25,1350,intra_cell,150,rome:60:58-0-s2:p0,0,0.1997041420118343,,676
5000,120,500,True,rome,100,170.71067811865476,fine,8112,25,1350,intra_cell,150,rome:60:58-0-s2:p0,100,0.38362919132149903,,676
4810,120,461,True,rome,100,270.71067811865476,fine,8112,25,1350,intra_cell,150,rome:60:58-0-s2:p0,200,0.40705128205128205,,676
4610,120,461,True,rome,100,470.71067811865476,fine,8112,25,1350,intra_cell,150,rome:60:58-0-s2:p0,400,0.4317061143984221,,676
,300,,False,rome,100,0.0,fine,,25,1300,cell,100,rome:60:58-0-s2:p0,0,,no feasible adversarial claim under enabled constraints,676
6300,300,610,True,rome,100,100.0,fine,8112,25,1300,cell,100,rome:60:58-0-s2:p0,100,0.22337278106508876,,676
5830,300,583,True,rome,100,200.0,fine,8112,25,1300,cell,100,rome:60:58-0-s2:p0,200,0.28131163708086787,,676
5610,300,561,True,rome,100,400.0,fine,8112,25,1300,cell,100,rome:60:58-0-s2:p0,400,0.3084319526627219,,676
6492,300,541,True,rome,100,70.71067811865476,fine,8112,25,1350,intra_cell,150,rome:60:58-0-s2:p0,0,0.1997041420118343,,676
5000,300,500,True,rome,100,170.71067811865476,fine,8112,25,1350,intra_cell,150,rome:60:58-0-s2:p0,100,0.38362919132149903,,676
4810,300,461,True,rome,100,270.71067811865476,fine,8112,25,1350,intra_cell,150,rome:60:58-0-s2:p0,200,0.40705128205128205,,676
4610,300,461,True,rome,100,470.71067811865476,fine,8112,25,1350,intra_cell,150,rome:60:58-0-s2:p0,400,0.4317061143984221,,676
206592,60,848,True,rome,100,0.0,coarse,206520,25,1300,cell,100,rome:60:66-0-s9:p0,0,0.0,,848
204900,60,707,True,rome,100,100.0,coarse,206520,25,1300,cell,100,rome:60:66-0-s9:p0,100,0.007844276583381755,,848
203196,60,847,True,rome,100,200.0,coarse,206520,25,1300,cell,100,rome:60:66-0-s9:p0,200,0.01609529343404997,,848
198108,60,765,True,rome,100,400.0,coarse,206520,25,1300,cell,100,rome:60:66-0-s9:p0,400,0.04073213248111563,,848
206592,60,848,True,rome,100,70.71067811865476,coarse,206520,25,1350,intra_cell,150,rome:60:66-0-s9:p0,0,0.0,,848
203196,60,765,True,rome,100,170.71067811865476,coarse,206520,25,1350,intra_cell,150,rome:60:66-0-s9:p0,100,0.01609529343404997,,848
201504,60,624,True,rome,100,270.71067811865476,coarse,206520,25,1350,intra_cell,150,rome:60:66-0-s9:p0,200,0.024288204532248694,,848
196416,60,632,True,rome,100,470.71067811865476,coarse,206520,25,1350,intra_cell,150,rome:60:66-0-s9:p0,400,0.048925043579314355,,848
10176,120,848,True,rome,100,0.0,coarse,10176,25,1300,cell,100,rome:60:66-0-s9:p0,0,0.0,,848
8484,120,707,True,rome,100,100.0,coarse,10176,25,1300,cell,100,rome:60:66-0-s9:p0,100,0.16627358490566038,,848
7992,120,666,True,rome,100,200.0,coarse,10176,25,1300,cell,100,rome:60:66-0-s9:p0,200,0.21462264150943397,,848
7728,120,644,True,rome,100,400.0,coarse,10176,25,1300,cell,100,rome:60:66-0-s9:p0,400,0.24056603773584906,,848
10176,120,848,True,rome,100,70.71067811865476,coarse,10176,25,1350,intra_cell,150,rome:60:66-0-s9:p0,0,0.0,,848
6792,120,566,True,rome,100,170.71067811865476,coarse,10176,25,1350,intra_cell,150,rome:60:66-0-s9:p0,100,0.33254716981132076,,848
6732,120,561,True,rome,100,270.71067811865476,coarse,10176,25,1350,intra_cell,150,rome:60:66-0-s9:p0,200,0.3384433962264151,,848
6010,120,561,True,rome,100,470.71067811865476,coarse,10176,25,1350,intra_cell,150,rome:60:66-0-s9:p0,400,0.4093946540880503,,848
10176,300,848,True,rome,100,0.0,coarse,10176,25,1300,cell,100,rome:60:66-0-s9:p0,0,0.0,,848
8484,300,707,True,rome,100,100.0,coarse,10176,25,1300,cell,100,rome:60:66-0-s9:p0,100,0.16627358490566038,,848
7992,300,666,True,rome,100,200.0,coarse,10176,25,1300,cell,100,rome:60:66-0-s9:p0,200,0.21462264150943397,,848
7728,300,644,True,rome,100,400.0,coarse,10176,25,1300,cell,100,rome:60:66-0-s9:p0,400,0.24056603773584906,,848
10176,300,848,True,rome,100,70.71067811865476,coarse,10176,25,1350,intra_cell,150,rome:60:66-0-s9:p0,0,0.0,,848
6792,300,566,True,rome,100,170.71067811865476,coarse,10176,25,1350,intra_cell,150,rome:60:66-0-s9:p0,100,0.33254716981132076,,848
6732,300,561,True,rome,100,270.71067811865476,coarse,10176,25,1350,intra_cell,150,rome:60:66-0-s9:p0,200,0.3384433962264151,,848
6010,300,561,True,rome,100,470.71067811865476,coarse,10176,25,1350,intra_cell,150,rome:60:66-0-s9:p0,400,0.4093946540880503,,848
206592,60,848,True,rome,100,0.0,medium,206520,25,1300,cell,100,rome:60:66-0-s9:p0,0,0.0,,848
204900,60,707,True,rome,100,100.0,medium,206520,25,1300,cell,100,rome:60:66-0-s9:p0,100,0.007844276583381755,,848
203196,60,847,True,rome,100,200.0,medium,206520,25,1300,cell,100,rome:60:66-0-s9:p0,200,0.01609529343404997,,848
198108,60,765,True,rome,100,400.0,medium,206520,25,1300,cell,100,rome:60:66-0-s9:p0,400,0.04073213248111563,,848
206592,60,848,True,rome,100,70.71067811865476,medium,206520,25,1350,intra_cell,150,rome:60:66-0-s9:p0,0,0.0,,848
203196,60,765,True,rome,100,170.71067811865476,medium,206520,25,1350,intra_cell,150,rome:60:66-0-s9:p0,100,0.01609529343404997,,848
201504,60,624,True,rome,100,270.71067811865476,medium,206520,25,1350,intra_cell,150,rome:60:66-0-s9:p0,200,0.024288204532248694,,848
196416,60,632,True,rome,100,470.71067811865476,medium,206520,25,1350,intra_cell,150,rome:60:66-0-s9:p0,400,0.048925043579314355,,848
10176,120,848,True,rome,100,0.0,medium,10176,25,1300,cell,100,rome:60:66-0-s9:p0,0,0.0,,848
8484,120,707,True,rome,100,100.0,medium,10176,25,1300,cell,100,rome:60:66-0-s9:p0,100,0.16627358490566038,,848
7992,120,666,True,rome,100,200.0,medium,10176,25,1300,cell,100,rome:60:66-0-s9:p0,200,0.21462264150943397,,848
7728,120,644,True,rome,100,400.0,medium,10176,25,1300,cell,100,rome:60:66-0-s9:p0,400,0.24056603773584906,,848
10176,120,848,True,rome,100,70.71067811865476,medium,10176,25,1350,intra_cell,150,rome:60:66-0-s9:p0,0,0.0,,848
6792,120,566,True,rome,100,170.71067811865476,medium,10176,25,1350,intra_cell,150,rome:60:66-0-s9:p0,100,0.33254716981132076,,848
6732,120,561,True,rome,100,270.71067811865476,medium,10176,25,1350,intra_cell,150,rome:60:66-0-s9:p0,200,0.3384433962264151,,848
6010,120,561,True,rome,100,470.71067811865476,medium,10176,25,1350,intra_cell,150,rome:60:66-0-s9:p0,400,0.4093946540880503,,848
10176,300,848,True,rome,100,0.0,medium,10176,25,1300,cell,100,rome:60:66-0-s9:p0,0,0.0,,848
8484,300,707,True,rome,100,100.0,medium,10176,25,1300,cell,100,rome:60:66-0-s9:p0,100,0.16627358490566038,,848
7992,300,666,True,rome,100,200.0,medium,10176,25,1300,cell,100,rome:60:66-0-s9:p0,200,0.21462264150943397,,848
7728,300,644,True,rome,100,400.0,medium,10176,25,1300,cell,100,rome:60:66-0-s9:p0,400,0.24056603773584906,,848
10176,300,848,True,rome,100,70.71067811865476,medium,10176,25,1350,intra_cell,150,rome:60:66-0-s9:p0,0,0.0,,848
6792,300,566,True,rome,100,170.71067811865476,medium,10176,25,1350,intra_cell,150,rome:60:66-0-s9:p0,100,0.33254716981132076,,848
6732,300,561,True,rome,100,270.71067811865476,medium,10176,25,1350,intra_cell,150,rome:60:66-0-s9:p0,200,0.3384433962264151,,848
6010,300,561,True,rome,100,470.71067811865476,medium,10176,25,1350,intra_cell,150,rome:60:66-0-s9:p0,400,0.4093946540880503,,848
206592,60,848,True,rome,100,0.0,fine,206520,25,1300,cell,100,rome:60:66-0-s9:p0,0,0.0,,848
204900,60,707,True,rome,100,100.0,fine,206520,25,1300,cell,100,rome:60:66-0-s9:p0,100,0.007844276583381755,,848
203196,60,847,True,rome,100,200.0,fine,206520,25,1300,cell,100,rome:60:66-0-s9:p0,200,0.01609529343404997,,848
198108,60,765,True,rome,100,400.0,fine,206520,25,1300,cell,100,rome:60:66-0-s9:p0,400,0.04073213248111563,,848
206592,60,848,True,rome,100,70.71067811865476,fine,206520,25,1350,intra_cell,150,rome:60:66-0-s9:p0,0,0.0,,848
203196,60,765,True,rome,100,170.71067811865476,fine,206520,25,1350,intra_cell,150,rome:60:66-0-s9:p0,100,0.01609529343404997,,848
201504,60,624,True,rome,100,270.71067811865476,fine,206520,25,1350,intra_cell,150,rome:60:66-0-s9:p0,200,0.024288204532248694,,848
196416,60,632,True,rome,100,470.71067811865476,fine,206520,25,1350,intra_cell,150,rome:60:66-0-s9:p0,400,0.048925043579314355,,848
10176,120,848,True,rome,100,0.0,fine,10176,25,1300,cell,100,rome:60:66-0-s9:p0,0,0.0,,848
8484,120,707,True,rome,100,100.0,fine,10176,25,1300,cell,100,rome:60:66-0-s9:p0,100,0.16627358490566038,,848
7992,120,666,True,rome,100,200.0,fine,10176,25,1300,cell,100,rome:60:66-0-s9:p0,200,0.21462264150943397,,848
7162,120,644,True,rome,100,400.0,fine,10176,25,1300,cell,100,rome:60:66-0-s9:p0,400,0.296187106918239,,848
10176,120,848,True,rome,100,70.71067811865476,fine,10176,25,1350,intra_cell,150,rome:60:66-0-s9:p0,0,0.0,,848
6792,120,566,True,rome,100,170.71067811865476,fine,10176,25,1350,intra_cell,150,rome:60:66-0-s9:p0,100,0.33254716981132076,,848
6732,120,561,True,rome,100,270.71067811865476,fine,10176,25,1350,intra_cell,150,rome:60:66-0-s9:p0,200,0.3384433962264151,,848
6010,120,561,True,rome,100,470.71067811865476,fine,10176,25,1350,intra_cell,150,rome:60:66-0-s9:p0,400,0.4093946540880503,,848
10176,300,848,True,rome,100,0.0,fine,10176,25,1300,cell,100,rome:60:66-0-s9:p0,0,0.0,,848
8484,300,707,True,rome,100,100.0,fine,10176,25,1300,cell,100,rome:60:66-0-s9:p0,100,0.16627358490566038,,848
7992,300,666,True,rome,100,200.0,fine,10176,25,1300,cell,100,rome:60:66-0-s9:p0,200,0.21462264150943397,,848
7162,300,644,True,rome,100,400.0,fine,10176,25,1300,cell,100,rome:60:66-0-s9:p0,400,0.296187106918239,,848
10176,300,848,True,rome,100,70.71067811865476,fine,10176,25,1350,intra_cell,150,rome:60:66-0-s9:p0,0,0.0,,848
6792,300,566,True,rome,100,170.71067811865476,fine,10176,25,1350,intra_cell,150,rome:60:66-0-s9:p0,100,0.33254716981132076,,848
6732,300,561,True,rome,100,270.71067811865476,fine,10176,25,1350,intra_cell,150,rome:60:66-0-s9:p0,200,0.3384433962264151,,848
6010,300,561,True,rome,100,470.71067811865476,fine,10176,25,1350,intra_cell,150,rome:60:66-0-s9:p0,400,0.4093946540880503,,848
,60,,False,rome,100,0.0,coarse,,25,1300,cell,100,rome:60:67-1-s1:p0,0,,no feasible adversarial claim under enabled constraints,648
239604,60,541,True,rome,100,100.0,coarse,244632,25,1300,cell,100,rome:60:67-1-s1:p0,100,0.020553320906504465,,648
237204,60,541,True,rome,100,200.0,coarse,244632,25,1300,cell,100,rome:60:67-1-s1:p0,200,0.030363975277150988,,648
237204,60,500,True,rome,100,400.0,coarse,244632,25,1300,cell,100,rome:60:67-1-s1:p0,400,0.030363975277150988,,648
242292,60,424,True,rome,100,70.71067811865476,coarse,244632,25,1350,intra_cell,150,rome:60:67-1-s1:p0,0,0.00956538801138036,,648
237204,60,400,True,rome,100,170.71067811865476,coarse,244632,25,1350,intra_cell,150,rome:60:67-1-s1:p0,100,0.030363975277150988,,648
237204,60,361,True,rome,100,270.71067811865476,coarse,244632,25,1350,intra_cell,150,rome:60:67-1-s1:p0,200,0.030363975277150988,,648
237204,60,400,True,rome,100,470.71067811865476,coarse,244632,25,1350,intra_cell,150,rome:60:67-1-s1:p0,400,0.030363975277150988,,648
,120,,False,rome,100,0.0,coarse,,25,1300,cell,100,rome:60:67-1-s1:p0,0,,no feasible adversarial claim under enabled constraints,648
5400,120,500,True,rome,100,100.0,coarse,7776,25,1300,cell,100,rome:60:67-1-s1:p0,100,0.3055555555555556,,648
4610,120,461,True,rome,100,200.0,coarse,7776,25,1300,cell,100,rome:60:67-1-s1:p0,200,0.4071502057613169,,648
4610,120,461,True,rome,100,400.0,coarse,7776,25,1300,cell,100,rome:60:67-1-s1:p0,400,0.4071502057613169,,648
5088,120,424,True,rome,100,70.71067811865476,coarse,7776,25,1350,intra_cell,150,rome:60:67-1-s1:p0,0,0.345679012345679,,648
3610,120,361,True,rome,100,170.71067811865476,coarse,7776,25,1350,intra_cell,150,rome:60:67-1-s1:p0,100,0.5357510288065843,,648
3610,120,361,True,rome,100,270.71067811865476,coarse,7776,25,1350,intra_cell,150,rome:60:67-1-s1:p0,200,0.5357510288065843,,648
3610,120,361,True,rome,100,470.71067811865476,coarse,7776,25,1350,intra_cell,150,rome:60:67-1-s1:p0,400,0.5357510288065843,,648
,300,,False,rome,100,0.0,coarse,,25,1300,cell,100,rome:60:67-1-s1:p0,0,,no feasible adversarial claim under enabled constraints,648
5400,300,500,True,rome,100,100.0,coarse,7776,25,1300,cell,100,rome:60:67-1-s1:p0,100,0.3055555555555556,,648
4610,300,461,True,rome,100,200.0,coarse,7776,25,1300,cell,100,rome:60:67-1-s1:p0,200,0.4071502057613169,,648
4610,300,461,True,rome,100,400.0,coarse,7776,25,1300,cell,100,rome:60:67-1-s1:p0,400,0.4071502057613169,,648
5088,300,424,True,rome,100,70.71067811865476,coarse,7776,25,1350,intra_cell,150,rome:60:67-1-s1:p0,0,0.345679012345679,,648
3610,300,361,True,rome,100,170.71067811865476,coarse,7776,25,1350,intra_cell,150,rome:60:67-1-s1:p0,100,0.5357510288065843,,648
3610,300,361,True,rome,100,270.71067811865476,coarse,7776,25,1350,intra_cell,150,rome:60:67-1-s1:p0,200,0.5357510288065843,,648
3610,300,361,True,rome,100,470.71067811865476,coarse,7776,25,1350,intra_cell,150,rome:60:67-1-s1:p0,400,0.5357510288065843,,648
,60,,False,rome,100,0.0,medium,,25,1300,cell,100,rome:60:67-1-s1:p0,0,,no feasible adversarial claim under enabled constraints,648
239604,60,541,True,rome,100,100.0,medium,244632,25,1300,cell,100,rome:60:67-1-s1:p0,100,0.020553320906504465,,648
237204,60,541,True,rome,100,200.0,medium,244632,25,1300,cell,100,rome:60:67-1-s1:p0,200,0.030363975277150988,,648
237204,60,500,True,rome,100,400.0,medium,244632,25,1300,cell,100,rome:60:67-1-s1:p0,400,0.030363975277150988,,648
242292,60,424,True,rome,100,70.71067811865476,medium,244632,25,1350,intra_cell,150,rome:60:67-1-s1:p0,0,0.00956538801138036,,648
237204,60,400,True,rome,100,170.71067811865476,medium,244632,25,1350,intra_cell,150,rome:60:67-1-s1:p0,100,0.030363975277150988,,648
237204,60,361,True,rome,100,270.71067811865476,medium,244632,25,1350,intra_cell,150,rome:60:67-1-s1:p0,200,0.030363975277150988,,648
237204,60,400,True,rome,100,470.71067811865476,medium,244632,25,1350,intra_cell,150,rome:60:67-1-s1:p0,400,0.030363975277150988,,648
,120,,False,rome,100,0.0,medium,,25,1300,cell,100,rome:60:67-1-s1:p0,0,,no feasible adversarial claim under enabled constraints,648
5400,120,500,True,rome,100,100.0,medium,7776,25,1300,cell,100,rome:60:67-1-s1:p0,100,0.3055555555555556,,648
4610,120,461,True,rome,100,200.0,medium,7776,25,1300,cell,100,rome:60:67-1-s1:p0,200,0.4071502057613169,,648
4610,120,461,True,rome,100,400.0,medium,7776,25,1300,cell,100,rome:60:67-1-s1:p0,400,0.4071502057613169,,648
5088,120,424,True,rome,100,70.71067811865476,medium,7776,25,1350,intra_cell,150,rome:60:67-1-s1:p0,0,0.345679012345679,,648
3610,120,361,True,rome,100,170.71067811865476,medium,7776,25,1350,intra_cell,150,rome:60:67-1-s1:p0,100,0.5357510288065843,,648
3610,120,361,True,rome,100,270.71067811865476,medium,7776,25,1350,intra_cell,150,rome:60:67-1-s1:p0,200,0.5357510288065843,,648
3610,120,361,True,rome,100,470.71067811865476,medium,7776,25,1350,intra_cell,150,rome:60:67-1-s1:p0,400,0.5357510288065843,,648
,300,,False,rome,100,0.0,medium,,25,1300,cell,100,rome:60:67-1-s1:p0,0,,no feasible adversarial claim under enabled constraints,648
5400,300,500,True,rome,100,100.0,medium,7776,25,1300,cell,100,rome:60:67-1-s1:p0,100,0.3055555555555556,,648
4610,300,461,True,rome,100,200.0,medium,7776,25,1300,cell,100,rome:60:67-1-s1:p0,200,0.4071502057613169,,648
4610,300,461,True,rome,100,400.0,medium,7776,25,1300,cell,100,rome:60:67-1-s1:p0,400,0.4071502057613169,,648
5088,300,424,True,rome,100,70.71067811865476,medium,7776,25,1350,intra_cell,150,rome:60:67-1-s1:p0,0,0.345679012345679,,648
3610,300,361,True,rome,100,170.71067811865476,medium,7776,25,1350,intra_cell,150,rome:60:67-1-s1:p0,100,0.5357510288065843,,648
3610,300,361,True,rome,100,270.71067811865476,medium,7776,25,1350,intra_cell,150,rome:60:67-1-s1:p0,200,0.5357510288065843,,648
3610,300,361,True,rome,100,470.71067811865476,medium,7776,25,1350,intra_cell,150,rome:60:67-1-s1:p0,400,0.5357510288065843,,648
,60,,False,rome,100,0.0,fine,,25,1300,cell,100,rome:60:67-1-s1:p0,0,,no feasible adversarial claim under enabled constraints,648
239604,60,541,True,rome,100,100.0,fine,244632,25,1300,cell,100,rome:60:67-1-s1:p0,100,0.020553320906504465,,648
237204,60,541,True,rome,100,200.0,fine,244632,25,1300,cell,100,rome:60:67-1-s1:p0,200,0.030363975277150988,,648
237204,60,500,True,rome,100,400.0,fine,244632,25,1300,cell,100,rome:60:67-1-s1:p0,400,0.030363975277150988,,648
242292,60,424,True,rome,100,70.71067811865476,fine,244632,25,1350,intra_cell,150,rome:60:67-1-s1:p0,0,0.00956538801138036,,648
237204,60,400,True,rome,100,170.71067811865476,fine,244632,25,1350,intra_cell,150,rome:60:67-1-s1:p0,100,0.030363975277150988,,648
237204,60,361,True,rome,100,270.71067811865476,fine,244632,25,1350,intra_cell,150,rome:60:67-1-s1:p0,200,0.030363975277150988,,648
237204,60,400,True,rome,100,470.71067811865476,fine,244632,25,1350,intra_cell,150,rome:60:67-1-s1:p0,400,0.030363975277150988,,648
,120,,False,rome,100,0.0,fine,,25,1300,cell,100,rome:60:67-1-s1:p0,0,,no feasible adversarial claim under enabled constraints,648
5400,120,500,True,rome,100,100.0,fine,7776,25,1300,cell,100,rome:60:67-1-s1:p0,100,0.3055555555555556,,648
4610,120,461,True,rome,100,200.0,fine,7776,25,1300,cell,100,rome:60:67-1-s1:p0,200,0.4071502057613169,,648
4610,120,461,True,rome,100,400.0,fine,7776,25,1300,cell,100,rome:60:67-1-s1:p0,400,0.4071502057613169,,648
5088,120,424,True,rome,100,70.71067811865476,fine,7776,25,1350,intra_cell,150,rome:60:67-1-s1:p0,0,0.345679012345679,,648
4200,120,400,True,rome,100,170.71067811865476,fine,7776,25,1350,intra_cell,150,rome:60:67-1-s1:p0,100,0.45987654320987653,,648
3610,120,361,True,rome,100,270.71067811865476,fine,7776,25,1350,intra_cell,150,rome:60:67-1-s1:p0,200,0.5357510288065843,,648
3610,120,361,True,rome,100,470.71067811865476,fine,7776,25,1350,intra_cell,150,rome:60:67-1-s1:p0,400,0.5357510288065843,,648
,300,,False,rome,100,0.0,fine,,25,1300,cell,100,rome:60:67-1-s1:p0,0,,no feasible adversarial claim under enabled constraints,648
5400,300,500,True,rome,100,100.0,fine,7776,25,1300,cell,100,rome:60:67-1-s1:p0,100,0.3055555555555556,,648
4610,300,461,True,rome,100,200.0,fine,7776,25,1300,cell,100,rome:60:67-1-s1:p0,200,0.4071502057613169,,648
4610,300,461,True,rome,100,400.0,fine,7776,25,1300,cell,100,rome:60:67-1-s1:p0,400,0.4071502057613169,,648
5088,300,424,True,rome,100,70.71067811865476,fine,7776,25,1350,intra_cell,150,rome:60:67-1-s1:p0,0,0.345679012345679,,648
4200,300,400,True,rome,100,170.71067811865476,fine,7776,25,1350,intra_cell,150,rome:60:67-1-s1:p0,100,0.45987654320987653,,648
3610,300,361,True,rome,100,270.71067811865476,fine,7776,25,1350,intra_cell,150,rome:60:67-1-s1:p0,200,0.5357510288065843,,648
3610,300,361,True,rome,100,470.71067811865476,fine,7776,25,1350,intra_cell,150,rome:60:67-1-s1:p0,400,0.5357510288065843,,648
,60,,False,rome,100,0.0,coarse,,25,1300,cell,100,rome:60:70-0-s118:p0,0,,no feasible adversarial claim under enabled constraints,557
147312,60,541,True,rome,100,100.0,coarse,152212,25,1300,cell,100,rome:60:70-0-s118:p0,100,0.0321919428165979,,557
147312,60,524,True,rome,100,200.0,coarse,152212,25,1300,cell,100,rome:60:70-0-s118:p0,200,0.0321919428165979,,557
147312,60,565,True,rome,100,400.0,coarse,152212,25,1300,cell,100,rome:60:70-0-s118:p0,400,0.0321919428165979,,557
,60,,False,rome,100,70.71067811865476,coarse,,25,1350,intra_cell,150,rome:60:70-0-s118:p0,0,,no feasible adversarial claim under enabled constraints,557
147312,60,400,True,rome,100,170.71067811865476,coarse,152212,25,1350,intra_cell,150,rome:60:70-0-s118:p0,100,0.0321919428165979,,557
147312,60,383,True,rome,100,270.71067811865476,coarse,152212,25,1350,intra_cell,150,rome:60:70-0-s118:p0,200,0.0321919428165979,,557
147312,60,383,True,rome,100,470.71067811865476,coarse,152212,25,1350,intra_cell,150,rome:60:70-0-s118:p0,400,0.0321919428165979,,557
,120,,False,rome,100,0.0,coarse,,25,1300,cell,100,rome:60:70-0-s118:p0,0,,no feasible adversarial claim under enabled constraints,557
4830,120,483,True,rome,100,100.0,coarse,5570,25,1300,cell,100,rome:60:70-0-s118:p0,100,0.13285457809694792,,557
4610,120,461,True,rome,100,200.0,coarse,5570,25,1300,cell,100,rome:60:70-0-s118:p0,200,0.17235188509874327,,557
4610,120,461,True,rome,100,400.0,coarse,5570,25,1300,cell,100,rome:60:70-0-s118:p0,400,0.17235188509874327,,557
,120,,False,rome,100,70.71067811865476,coarse,,25,1350,intra_cell,150,rome:60:70-0-s118:p0,0,,no feasible adversarial claim under enabled constraints,557
3610,120,361,True,rome,100,170.71067811865476,coarse,5570,25,1350,intra_cell,150,rome:60:70-0-s118:p0,100,0.3518850987432675,,557
3610,120,361,True,rome,100,270.71067811865476,coarse,5570,25,1350,intra_cell,150,rome:60:70-0-s118:p0,200,0.3518850987432675,,557
3610,120,361,True,rome,100,470.71067811865476,coarse,5570,25,1350,intra_cell,150,rome:60:70-0-s118:p0,400,0.3518850987432675,,557
